DATE       ,USD ,AED    ,AFN     ,ALL    ,AMD    ,ANG  ,AOA      ,ARS      ,AUD    ,AWG  ,AZN    ,BAM    ,BBD ,BDT      ,BGN    ,BHD    ,BIF     ,BMD ,BND    ,BOB  ,BRL    ,BSD ,BTC           ,BTN     ,BWP     ,BYN    ,BZD ,CAD    ,CDF       ,CHF    ,CLP       ,CNY    ,COP       ,CRC     ,CVE      ,CZK     ,DJF     ,DKK    ,DOP     ,DZD      ,EGP     ,ERN     ,ETB     ,EUR    ,FJD    ,GBP    ,GEL    ,GHS     ,GIP    ,GMD     ,GNF        ,GTQ    ,GYD    ,HKD    ,HNL     ,HRK    ,HTG    ,HUF      ,IDR        ,ILS    ,INR     ,IQD       ,IRR        ,ISK      ,JMD      ,JOD    ,JPY      ,KES      ,KGS     ,KHR    ,KMF      ,KRW       ,KWD    ,KYD    ,KZT      ,LAK        ,LBP     ,LKR      ,LRD      ,LTL    ,LVL   ,LSL     ,LYD    ,MAD     ,MDL     ,MGA      ,MKD     ,MMK       ,MNT      ,MOP    ,MRU     ,MTL    ,MUR     ,MVR    ,MWK       ,MXN     ,MYR    ,MZN     ,NAD   ,NGN      ,NIO     ,NOK     ,NPR      ,NZD    ,OMR    ,PAB ,PEN    ,PGK    ,PHP     ,PKR      ,PLN    ,PYG      ,QAR    ,RON    ,RSD      ,RUB      ,RWF       ,SAR    ,SBD    ,SCR     ,SDG      ,SEK     ,SGD    ,SKK    ,SRD     ,SSP       ,STN     ,SYP       ,SZL     ,THB     ,TJS     ,TMT  ,TND    ,TOP    ,TRY     ,TTD    ,TWD    ,TZS       ,UAH     ,UGX       ,UYU     ,UZS        ,VES          ,VND      ,VUV    ,WST    ,XAF      ,XCD ,XOF      ,XPF      ,YER     ,ZAR     ,ZMW
2005-01-28 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2898 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6335 ,     ,2.6636 ,    ,              ,        , 4.4523 ,       ,    ,1.2421 ,          ,1.1863 , 585.8276 ,8.2764 ,2372.6271 ,        ,         ,23.1849 ,        ,5.7091 ,        ,         ,        ,        ,        ,0.7671 ,       ,0.5311 ,       ,        ,       ,        ,           ,       ,       ,7.7992 ,        ,       ,       ,188.1198 , 9144.9518 ,       ,43.7799 ,          ,           , 62.1399 ,         ,       ,103.1995 ,         ,        ,       ,         ,1028.0961 ,       ,       ,         ,           ,        , 98.8999 ,         ,       ,      ,        ,1.2705 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.5571 ,       ,          ,11.2612 ,3.7999 ,        ,      ,         ,        , 6.3290 , 70.9451 ,1.3964 ,0.3844 ,    ,       ,       ,        , 59.1237 ,3.1163 ,         ,3.6399 ,       ,         , 28.0844 ,          ,3.7499 ,       ,        ,         , 6.9799 ,1.6335 ,       ,        ,          ,        ,          ,        ,38.4649 ,        ,     ,       ,       ,        ,6.2686 ,31.73  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.9499 ,  
2005-01-31 ,  1 ,3.6725 ,49.74   , 96.87 ,478.48 ,     , 87.1936 ,  2.904  ,1.2913 ,1.79 ,0.9806 ,1.4881 ,  2 , 61.4925 ,1.5004 ,0.3760 ,1125.37 ,  1 ,1.6397 ,8.06 ,2.6579 ,  1 ,              ,43.695  , 4.4563 ,0.2173 ,  2 ,1.2380 , 463.4831 ,1.1877 , 586.1801 ,8.2765 ,2367.7696 ,462.24  , 84.5915 ,23.1180 ,177.721 ,5.7090 ,29.21   , 72.7691 , 5.8105 ,15.29   , 8.6539 ,0.7671 ,1.6636 ,0.5308 ,1.8201 , 0.9030 ,0.5322 ,29.6319 , 2650      ,7.7453 ,199.75 ,7.7993 ,18.7043 ,5.7844 ,       ,189.15   , 9165.0060 ,4.3830 ,43.6899 ,1435      , 8851.0282 , 62.3201 , 61.7312 ,0.7089 ,103.6001 , 76.7278 ,40.856  ,4030   ,377.4205 ,1026.3993 ,0.2920 ,0.8333 ,130.37   ,10325.5    , 1507.5 , 99.3600 , 56.5    ,2.6491 ,0.539 ,        ,1.2708 , 8.5313 ,12.4866 ,1870.39  ,47.0639 ,   5.6505 ,1208     ,8.0332 ,26.043  ,0.3309 ,28.5644 ,12.8   , 108.94   ,11.2141 ,3.8000 ,18.396  ,      ,132.36   ,16.3969 , 6.3367 , 70.9448 ,1.4074 ,0.3845 ,    ,3.2625 ,3.125  ,55.112  , 59.124  ,3.1200 ,6340     ,3.6400 ,2.8855 , 61.5177 , 28.1137 , 564.62   ,3.7500 ,7.5075 , 5.5    ,  2.5062 , 6.9925 ,1.6397 ,29.447 , 2.715  ,          ,10.1218 ,  11.225  , 5.95   ,38.55   , 3.04   ,     ,1.2372 ,1.9098 , 1.3327 ,6.2491 ,31.71  ,1102.03   , 5.3039 ,1713.8    ,        ,           ,      1.9152 ,15832    ,107.72 ,2.6881 ,503.2274 ,2.7 ,503.2274 , 91.5471 , 186.61 , 5.9649 , 4.76
2005-02-01 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2924 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6387 ,     ,2.6239 ,    ,              ,        , 4.4903 ,       ,    ,1.2396 ,          ,1.1905 , 585.3980 ,8.2764 ,2363.7452 ,        ,         ,23.0469 ,        ,5.7114 ,        ,         ,        ,        ,        ,0.7676 ,       ,0.5311 ,       ,        ,       ,        ,           ,       ,       ,7.7999 ,        ,       ,       ,188.3695 , 9165.9428 ,4.3829 ,43.6799 ,          , 8849.9802 , 61.8496 ,         ,       ,103.6294 ,         ,        ,       ,         ,1026.3982 ,0.2919 ,       ,         ,           ,        , 99.2577 ,         ,       ,      ,        ,1.2714 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          ,11.1713 ,3.8    ,        ,      ,         ,        , 6.3672 ,         ,1.4074 ,0.3844 ,    ,       ,       ,        , 59.1236 ,3.1087 ,         ,3.6399 ,       ,         , 27.9655 ,          ,3.7499 ,       ,        ,         , 6.9874 ,1.6387 ,       ,        ,          ,        ,          ,        ,38.6048 ,        ,     ,       ,       ,        ,6.2684 ,31.79  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.0150 ,  
2005-02-02 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2913 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6377 ,     ,2.6121 ,    ,              ,        , 4.4822 ,       ,    ,1.2404 ,          ,1.1878 , 583.8371 ,8.2764 ,2358.1566 ,        ,         ,23.0279 ,        ,5.6975 ,        ,         ,        ,        ,        ,0.7656 ,       ,0.5299 ,       ,        ,       ,        ,           ,       ,       ,7.7994 ,        ,       ,       ,187.7895 , 9227.9805 ,4.3919 ,43.5897 ,          , 8849.9504 , 61.5501 ,         ,       ,103.6496 ,         ,        ,       ,         ,1027.4984 ,0.2919 ,       ,         ,           ,        , 99.2407 ,         ,       ,      ,        ,1.2691 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.5549 ,       ,          ,11.1669 ,3.7999 ,        ,      ,         ,        , 6.3310 ,         ,1.4048 ,0.3844 ,    ,       ,       ,        , 59.1237 ,3.1045 ,         ,3.6399 ,       ,         , 27.9664 ,          ,3.7499 ,       ,        ,         , 6.9475 ,1.6377 ,       ,        ,          ,        ,          ,        ,38.5320 ,        ,     ,       ,       ,        ,       ,31.69  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.0200 ,  
2005-02-03 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2898 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6375 ,     ,2.6231 ,    ,              ,        , 4.5454 ,       ,    ,1.2428 ,          ,1.1958 , 582.5498 ,8.2765 ,2364.1269 ,        ,         ,23.1240 ,        ,5.7256 ,        ,         ,        ,        ,        ,0.7691 ,       ,0.5295 ,       ,        ,       ,        ,           ,       ,       ,7.7995 ,        ,       ,       ,187.5904 , 9200.0500 ,4.3759 ,43.3601 ,          , 8852.0339 , 61.9102 ,         ,       ,104.2304 ,         ,        ,       ,         ,1027.1015 ,0.2919 ,       ,         ,           ,        , 99.4294 ,         ,       ,      ,        ,1.2717 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.5511 ,       ,          ,11.1683 ,3.8000 ,        ,      ,         ,        , 6.3876 ,         ,1.4009 ,0.3845 ,    ,       ,       ,        ,         ,3.0621 ,         ,3.6400 ,       ,         ,         ,          ,3.7500 ,       ,        ,         , 6.9624 ,1.6375 ,       ,        ,          ,        ,          ,        ,38.5361 ,        ,     ,       ,       ,        ,6.2713 ,31.655 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.1400 ,  
2005-02-04 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2992 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6380 ,     ,2.6025 ,    ,              ,        , 4.5506 ,       ,    ,1.2495 ,          ,1.2016 , 577.3258 ,8.2764 ,2365.0721 ,        ,         ,23.1109 ,        ,5.7442 ,        ,         ,        ,        ,        ,0.7717 ,       ,0.5310 ,       ,        ,       ,        ,           ,       ,       ,7.7984 ,        ,       ,       ,188.3595 , 9204.9800 ,4.3649 ,43.4699 ,          ,           , 62.5695 ,         ,       ,104.5000 ,         ,        ,       ,         ,1027      ,       ,       ,         ,           ,        , 99.25   ,         ,       ,      ,        ,1.2742 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.5861 ,       ,          ,11.1345 ,3.7999 ,        ,      ,         ,        , 6.3990 ,         ,1.4082 ,0.3844 ,    ,       ,       ,        ,         ,3.0738 ,         ,3.6399 ,       ,         , 27.9832 ,          ,3.7499 ,       ,        ,         , 7.0049 ,1.6380 ,       ,        ,          ,        ,          ,        ,38.4377 ,        ,     ,       ,       ,        ,       ,31.54  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.1325 ,  
2005-02-07 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2946 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6366 ,     ,2.6015 ,    ,              ,        , 4.5662 ,       ,    ,1.2565 ,          ,1.2124 , 575.6908 ,8.2765 ,2361.9192 ,        ,         ,23.1109 ,        ,5.7955 ,        ,         ,        ,        ,        ,0.7785 ,       ,0.5340 ,       ,        ,       ,        ,           ,       ,       ,7.7993 ,        ,       ,       ,190.0895 , 9200.0238 ,4.3710 ,43.4598 ,          ,           , 63.2600 ,         ,       ,104.3001 ,         ,        ,       ,         ,1026.7011 ,0.2919 ,       ,         ,           ,        , 99.4140 ,         ,       ,      ,        ,1.2793 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.6044 ,       ,          ,11.1908 ,3.8000 ,        ,      ,         ,        , 6.4979 ,         ,1.4112 ,0.3845 ,    ,       ,       ,        , 59.1237 ,3.0821 ,         ,3.6399 ,       ,         , 28.1236 ,          ,3.7500 ,       ,        ,         , 7.0600 ,1.6366 ,       ,        ,          ,        ,          ,        ,38.2099 ,        ,     ,       ,       ,        ,6.2782 ,31.605 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.1549 ,  
2005-02-08 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.3039 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6453 ,     ,2.631  ,    ,              ,        , 4.6146 ,       ,    ,1.2479 ,          ,1.2227 , 576.8415 ,8.2765 ,2365.7872 ,        ,         ,23.4669 ,        ,5.8300 ,        ,         ,        ,        ,        ,0.7834 ,       ,0.5389 ,       ,        ,       ,        ,           ,       ,       ,7.7993 ,        ,       ,       ,191.2596 , 9259.9796 ,4.3869 ,43.5999 ,          , 8860.9947 , 63.5201 ,         ,       ,105.1501 ,         ,        ,       ,         ,1036      ,0.2920 ,       ,         ,           ,        , 99.4638 ,         ,       ,      ,        ,1.2871 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.6446 ,       ,          ,11.2152 ,3.7999 ,        ,      ,         ,        , 6.5779 , 70.9447 ,1.4279 ,0.3845 ,    ,       ,       ,        , 59.1239 ,3.1092 ,         ,3.6400 ,       ,         , 28.1871 ,          ,3.7499 ,       ,        ,         , 7.1175 ,1.6453 ,       ,        ,          ,        ,          ,        ,38.4349 ,        ,     ,       ,       ,        ,       ,31.77  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.2699 ,  
2005-02-09 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.3095 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,       ,     ,2.6075 ,    ,              ,        , 4.6061 ,       ,    ,1.2511 ,          ,1.2188 , 579.3510 ,8.2764 ,          ,        ,         ,23.4719 ,        ,5.8312 ,        ,         ,        ,        ,        ,0.7835 ,       ,0.5370 ,       ,        ,       ,        ,           ,       ,       ,7.7993 ,        ,       ,       ,190.9997 ,           ,4.3850 ,43.6399 ,          ,           , 63.2001 ,         ,       ,105.6497 ,         ,        ,       ,         ,1039      ,0.2919 ,       ,         ,           ,        , 99.4461 ,         ,       ,      ,        ,1.2848 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          ,11.19   ,3.7999 ,        ,      ,         ,        , 6.5459 , 70.8746 ,1.4306 ,0.3845 ,    ,       ,       ,        , 59.1241 ,3.1320 ,         ,3.6399 ,       ,         , 28.1329 ,          ,3.7499 ,       ,        ,         , 7.0949 ,1.6491 ,       ,        ,          ,        ,          ,        ,38.6069 ,        ,     ,       ,       ,        ,       ,31.79  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.2300 ,  
2005-02-10 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2875 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,       ,     ,2.6070 ,    ,              ,        , 4.6061 ,       ,    ,1.2408 ,          ,1.2184 , 580.2881 ,8.2765 ,          ,        ,         ,23.4660 ,        ,5.8245 ,        ,         ,        ,        ,        ,0.7826 ,       ,0.5377 ,       ,        ,       ,        ,           ,       ,       ,7.7993 ,        ,       ,       ,191.0401 ,           ,4.3800 ,43.7799 ,          ,           , 63.1998 ,         ,       ,105.5999 ,         ,        ,       ,         ,1044      ,       ,       ,         ,           ,        , 99.4696 ,         ,       ,      ,        ,1.2859 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.6771 ,       ,          ,11.1533 ,3.8000 ,        ,      ,         ,        , 6.5982 ,         ,1.4208 ,0.3844 ,    ,       ,       ,        , 59.1239 ,3.1274 ,         ,3.6400 ,       ,         , 28.0853 ,          ,3.7500 ,       ,        ,         , 7.0825 ,1.6518 ,       ,        ,          ,        ,          ,        ,38.5821 ,        ,     ,       ,       ,        ,       ,31.725 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.2250 ,  
2005-02-11 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2791 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6521 ,     ,2.6065 ,    ,              ,        , 4.5392 ,       ,    ,1.2379 ,          ,1.2083 , 575.3526 ,8.2765 ,2344.9488 ,        ,         ,23.3929 ,        ,5.7893 ,        ,         ,        ,        ,        ,0.7779 ,       ,0.5360 ,       ,        ,       ,        ,           ,       ,       ,7.7994 ,        ,       ,       ,190.1498 , 9277.9893 ,4.3790 ,43.7901 ,          ,           , 62.7901 ,         ,       ,105.75   ,         ,        ,       ,         ,1026.4998 ,       ,       ,         ,           ,        , 99.4864 ,         ,       ,      ,        ,1.2821 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.6817 ,       ,          ,11.1532 ,3.7999 ,        ,      ,         ,        , 6.5515 , 70.8853 ,1.4056 ,0.3845 ,    ,       ,       ,        , 59.1241 ,3.1361 ,         ,3.6400 ,       ,         , 28.0688 ,          ,3.7499 ,       ,        ,         , 7.0625 ,1.6521 ,       ,        ,          ,        ,          ,        ,38.5819 ,        ,     ,       ,       ,        ,6.2758 ,31.64  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.1150 ,  
2005-02-14 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2737 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6445 ,     ,2.582  ,    ,              ,        , 4.5004 ,       ,    ,1.2344 ,          ,1.1984 , 572.1774 ,8.2764 ,2346.0350 ,        ,         ,23.1959 ,        ,5.7405 ,        ,         ,        ,        ,        ,0.7711 ,       ,0.5300 ,       ,        ,       ,        ,           ,       ,       ,7.799  ,        ,       ,       ,188.2694 , 9240.0084 ,4.3699 ,43.7199 ,          , 8856.9769 , 62.5    ,         ,       ,104.9700 ,         ,        ,       ,         ,1035.2014 ,       ,       ,         ,           ,        , 99.4700 ,         ,       ,      ,        ,1.2752 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7340 ,       ,          ,11.1557 ,3.7999 ,        ,      ,         ,        , 6.4907 , 70.8799 ,1.3972 ,0.3844 ,    ,       ,       ,        , 59.1241 ,3.0961 ,         ,3.6399 ,       ,         , 28.0305 ,          ,3.75   ,       ,        ,         , 7.0249 ,1.6445 ,       ,        ,          ,        ,          ,        ,38.4208 ,        ,     ,       ,       ,        ,       ,31.535 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.0405 ,  
2005-02-15 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2745 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6426 ,     ,2.5728 ,    ,              ,        , 4.5045 ,       ,    ,1.2336 ,          ,1.1954 , 569.5499 ,8.2764 ,2338.2671 ,        ,         ,23.1139 ,        ,5.7193 ,        ,         ,        ,        ,        ,0.7682 ,       ,0.5301 ,       ,        ,       ,        ,           ,       ,       ,7.7991 ,        ,       ,       ,187.8896 , 9249.9670 ,4.3660 ,43.7599 ,          , 8855.0217 , 62.4300 ,         ,       ,105.1999 ,         ,        ,       ,         ,1026.6992 ,0.2920 ,       ,         ,           ,        , 99.4080 ,         ,       ,      ,        ,1.2751 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7124 ,       ,          ,11.1534 ,3.7999 ,        ,      ,         ,        , 6.4320 , 70.8750 ,1.3991 ,0.3845 ,    ,       ,       ,        , 59.1237 ,3.0698 ,         ,3.6399 ,       ,         , 28.0206 ,          ,3.75   ,       ,        ,         , 6.9999 ,1.6426 ,       ,        ,          ,        ,          ,        ,38.4279 ,        ,     ,       ,       ,        ,       ,31.445 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 6.0450 ,  
2005-02-16 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2716 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6403 ,     ,2.591  ,    ,              ,        , 4.4702 ,       ,    ,1.2424 ,          ,1.1882 , 567.8209 ,8.2764 ,2330.6173 ,        ,         ,23.0540 ,        ,5.7077 ,        ,         ,        ,        ,        ,0.7668 ,       ,0.5307 ,       ,        ,       ,        ,           ,       ,       ,7.7994 ,        ,       ,       ,187.2296 , 9262.0059 ,4.3620 ,43.8199 ,          , 8852.9615 , 62.2402 ,         ,       ,105.0001 ,         ,        ,       ,         ,1026.6983 ,0.2919 ,       ,         ,           ,        , 99.3513 ,         ,       ,      ,        ,1.2738 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7203 ,       ,          ,11.1624 ,3.8000 ,        ,      ,         ,        , 6.4103 , 70.9047 ,1.3962 ,0.3844 ,    ,       ,       ,        ,         ,3.0559 ,         ,3.6399 ,       ,         , 28.0015 ,          ,3.7500 ,       ,        ,         , 6.988  ,1.6403 ,       ,        ,          ,        ,          ,        ,38.4470 ,        ,     ,       ,       ,        ,       ,31.59  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.9699 ,  
2005-02-17 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2740 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6413 ,     ,2.564  ,    ,              ,        , 4.4603 ,       ,    ,1.2300 ,          ,1.1847 , 569.3484 ,8.2765 ,2331.7004 ,        ,         ,23.0039 ,        ,5.7077 ,        ,         ,        ,        ,        ,0.7668 ,       ,0.5291 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,186.3403 , 9300.0302 ,4.3620 ,43.7400 ,          , 8853.0267 , 62.0299 ,         ,       ,105.2502 ,         ,        ,       ,         ,1025.9023 ,0.2920 ,       ,         ,           ,        , 99.3685 ,         ,       ,      ,        ,1.2723 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7243 ,       ,          ,11.141  ,3.8000 ,        ,      ,         ,        , 6.4151 , 70.9049 ,1.4011 ,0.3845 ,    ,       ,       ,        , 59.1240 ,3.0622 ,         ,3.6400 ,       ,         , 27.9997 ,          ,3.7500 ,       ,        ,         , 6.9557 ,1.6413 ,       ,        ,          ,        ,          ,        ,38.5401 ,        ,     ,       ,       ,        ,6.2678 ,31.47  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.927  ,  
2005-02-18 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2743 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6410 ,     ,2.566  ,    ,              ,        , 4.4503 ,       ,    ,1.2294 ,          ,1.1884 , 566.4904 ,8.2765 ,          ,        ,         ,22.9149 ,        ,5.7087 ,        ,         ,        ,        ,        ,0.7669 ,       ,0.5285 ,       ,        ,       ,        ,           ,       ,       ,7.7994 ,        ,       ,       ,186.0001 , 9289.0336 ,4.3569 ,43.8400 ,          ,           , 61.8798 ,         ,       ,105.5000 ,         ,        ,       ,         ,1025.7993 ,       ,       ,         ,           ,        , 99.3645 ,         ,       ,      ,        ,1.2737 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7268 ,       ,          ,11.0755 ,3.8000 ,        ,      ,         ,        , 6.3386 ,         ,1.3935 ,0.3845 ,    ,       ,       ,        ,         ,3.0567 ,         ,3.6400 ,       ,         , 27.9359 ,          ,3.7500 ,       ,        ,         , 6.9600 ,1.6410 ,       ,        ,          ,        ,          ,        ,38.5559 ,        ,     ,       ,       ,        ,       ,31.46  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.937  ,  
2005-02-21 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2695 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6390 ,     ,2.5613 ,    ,              ,        ,        ,       ,    ,1.2337 ,          ,1.1830 , 566.4107 ,       ,2318.1216 ,        ,         ,22.9260 ,        ,5.7020 ,        ,         ,        ,        ,        ,0.7659 ,       ,0.5276 ,       ,        ,       ,        ,           ,       ,       ,       ,        ,       ,       ,         ,           ,4.3670 ,43.8200 ,          , 8854.0219 , 61.2203 ,         ,       ,105.7302 ,         ,        ,       ,         ,1025.1976 ,0.2920 ,       ,         ,           ,        , 99.3369 ,         ,       ,      ,        ,1.2723 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7422 ,       ,          ,11.0680 ,3.8000 ,        ,      ,         ,        , 6.3466 , 70.9051 ,1.3833 ,0.3845 ,    ,       ,       ,        ,         ,3.0517 ,         ,3.6400 ,       ,         ,         ,          ,3.7500 ,       ,        ,         , 6.9725 ,1.6390 ,       ,        ,          ,        ,          ,        ,38.5759 ,        ,     ,       ,       ,        ,6.2605 ,       ,          ,        ,          ,        ,           ,             ,         ,       ,       ,         ,    ,         ,         ,        , 5.9350 ,  
2005-02-22 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2650 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6335 ,     ,2.5922 ,    ,              ,        , 4.3917 ,       ,    ,1.2298 ,          ,1.1645 , 566.1780 ,8.2764 ,2318.1146 ,        ,         ,22.6208 ,        ,5.6417 ,        ,         ,        ,        ,        ,0.7579 ,       ,0.5233 ,       ,        ,       ,        ,           ,       ,       ,7.7995 ,        ,       ,       ,183.9592 , 9254.9755 ,       ,43.7198 ,          , 8851.9627 , 60.9596 ,         ,       ,104.8696 ,         ,        ,       ,         ,1023.8970 ,0.2919 ,       ,         ,           ,        , 99.3429 ,         ,       ,      ,        ,1.2634 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7638 ,       ,          ,11.0486 ,3.7999 ,        ,      ,         ,        , 6.242  , 70.9044 ,1.3783 ,0.3844 ,    ,       ,       ,        ,         ,       ,         ,3.6399 ,       ,         , 27.8310 ,          ,3.7499 ,       ,        ,         , 6.8999 ,1.6335 ,       ,        ,          ,        ,          ,        ,38.4568 ,        ,     ,       ,       ,        ,       ,31.115 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8349 ,  
2005-02-23 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2613 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6280 ,     ,2.5929 ,    ,              ,        , 4.3821 ,       ,    ,1.2382 ,          ,1.1652 , 563.2192 ,8.2765 ,2311.8357 ,        ,         ,22.6820 ,        ,5.6363 ,        ,         ,        ,        ,        ,0.7574 ,       ,0.5238 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,183.5898 , 9234.9876 ,4.3639 ,43.7201 ,          , 8849.9947 , 60.9201 ,         ,       ,104.7000 ,         ,        ,       ,         ,1015.3002 ,0.2919 ,       ,         ,           ,        , 99      ,         ,       ,      ,        ,1.2645 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7638 ,       ,          ,11.0807 ,3.8000 ,        ,      ,         ,        , 6.2425 , 70.9400 ,1.3736 ,0.3845 ,    ,       ,       ,        ,         ,2.9954 ,         ,3.6400 ,       ,         , 27.8312 ,          ,3.7499 ,       ,        ,         , 6.8900 ,1.6280 ,       ,        ,          ,        ,          ,        ,38.44   ,        ,     ,       ,       ,        ,6.2850 ,31.195 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8200 ,  
