DATE       ,USD ,AED    ,AFN     ,ALL    ,AMD    ,ANG  ,AOA      ,ARS      ,AUD    ,AWG  ,AZN    ,BAM    ,BBD ,BDT      ,BGN    ,BHD    ,BIF     ,BMD ,BND    ,BOB  ,BRL    ,BSD ,BTC           ,BTN     ,BWP     ,BYN    ,BZD ,CAD    ,CDF       ,CHF    ,CLP       ,CNY    ,COP       ,CRC     ,CVE      ,CZK     ,DJF     ,DKK    ,DOP     ,DZD      ,EGP     ,ERN     ,ETB     ,EUR    ,FJD    ,GBP    ,GEL    ,GHS     ,GIP    ,GMD     ,GNF        ,GTQ    ,GYD    ,HKD    ,HNL     ,HRK    ,HTG    ,HUF      ,IDR        ,ILS    ,INR     ,IQD       ,IRR        ,ISK      ,JMD      ,JOD    ,JPY      ,KES      ,KGS     ,KHR    ,KMF      ,KRW       ,KWD    ,KYD    ,KZT      ,LAK        ,LBP     ,LKR      ,LRD      ,LTL    ,LVL   ,LSL     ,LYD    ,MAD     ,MDL     ,MGA      ,MKD     ,MMK       ,MNT      ,MOP    ,MRU     ,MTL    ,MUR     ,MVR    ,MWK       ,MXN     ,MYR    ,MZN     ,NAD   ,NGN      ,NIO     ,NOK     ,NPR      ,NZD    ,OMR    ,PAB ,PEN    ,PGK    ,PHP     ,PKR      ,PLN    ,PYG      ,QAR    ,RON    ,RSD      ,RUB      ,RWF       ,SAR    ,SBD    ,SCR     ,SDG      ,SEK     ,SGD    ,SKK    ,SRD     ,SSP       ,STN     ,SYP       ,SZL     ,THB     ,TJS     ,TMT  ,TND    ,TOP    ,TRY     ,TTD    ,TWD    ,TZS       ,UAH     ,UGX       ,UYU     ,UZS        ,VES          ,VND      ,VUV    ,WST    ,XAF      ,XCD ,XOF      ,XPF      ,YER     ,ZAR     ,ZMW
2005-02-24 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2690 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6277 ,     ,2.5848 ,    ,              ,        , 4.3687 ,       ,    ,1.2416 ,          ,1.1606 , 566.8208 ,8.2765 ,          ,        ,         ,22.5150 ,        ,5.6118 ,        ,         ,        ,        ,        ,0.7541 ,       ,0.5232 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,182.9703 , 9259.0342 ,4.3570 ,43.7001 ,          ,           , 60.8402 ,         ,       ,104.7498 ,         ,        ,       ,         ,1006.85   ,       ,       ,         ,           ,        , 99.3956 ,         ,       ,      ,        ,1.2625 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7899 ,       ,          ,11.1015 ,3.8000 ,        ,      ,         ,        , 6.2103 , 70.9402 ,1.3865 ,0.3845 ,    ,       ,       ,        ,         ,2.9757 ,         ,3.6400 ,       ,         , 27.7450 ,          ,3.7500 ,       ,        ,         , 6.8524 ,1.6277 ,       ,        ,          ,        ,          ,        ,38.4159 ,        ,     ,       ,       ,        ,       ,31.215 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8225 ,  
2005-02-25 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2735 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6327 ,     ,2.6090 ,    ,              ,        , 4.3917 ,       ,    ,1.2408 ,          ,1.1730 , 569.4993 ,8.2764 ,2308.6989 ,        ,         ,22.5750 ,        ,5.6526 ,        ,         ,        ,        ,        ,0.7595 ,       ,0.5239 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,183.7605 , 9254.9981 ,4.3650 ,43.6900 ,          ,           , 60.9003 ,         ,       ,105.3300 ,         ,        ,       ,         ,1004.1979 ,       ,       ,         ,           ,        , 99.3644 ,         ,       ,      ,        ,1.2674 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.8117 ,       ,          ,11.091  ,3.8000 ,        ,      ,         ,        , 6.2754 , 70.9398 ,1.3871 ,0.3845 ,    ,       ,       ,        ,         ,2.9626 ,         ,3.6400 ,       ,         , 27.7738 ,          ,3.7500 ,       ,        ,         , 6.8800 ,1.6327 ,       ,        ,          ,        ,          ,        ,38.4270 ,        ,     ,       ,       ,        ,       ,31.165 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8450 ,  
2005-02-28 ,  1 ,3.6724 ,49.68   , 96.01 ,471.22 ,     , 87.0304 ,  2.918  ,1.2650 ,1.79 ,0.978  ,1.4753 ,  2 , 63.2399 ,1.4753 ,0.3759 ,1146.84 ,  1 ,1.6265 ,8.07 ,2.5846 ,  1 ,              ,43.64   , 4.3610 ,0.2161 ,  2 ,1.2313 , 482.3923 ,1.1616 , 577.5181 ,8.2764 ,2323.7684 ,465.16  , 83.756  ,22.4490 ,177.721 ,5.6143 ,28.88   , 72.301  , 5.7853 ,15.375  , 8.6564 ,0.7543 ,1.6463 ,0.5202 ,1.829  , 0.9036 ,0.5202 ,29.4906 , 2850      ,7.6750 ,199.75 ,7.7992 ,18.7534 ,5.7026 ,       ,182.5899 , 9259.9821 ,4.3570 ,43.6400 ,1463      , 8853.9742 , 60.5099 , 61.7437 ,0.7089 ,104.7297 , 75.6222 ,41.0879 ,4027   ,371.1003 ,1008.1005 ,0.2919 ,0.8333 ,130.15   ,10334.5    , 1507.5 , 99.4569 , 57.5    ,2.6161 ,0.532 ,        ,1.2613 , 8.4158 ,12.5493 ,1889.46  ,46.6055 ,   5.6367 ,1208     ,8.0336 ,26.158  ,0.3252 ,28.8347 ,12.8   , 108.94   ,11.0964 ,3.8000 ,18.547  ,      ,132.35   ,16.4584 , 6.2005 , 70.9397 ,1.3863 ,0.3844 ,    ,3.257  ,3.1055 ,54.717  , 59.1238 ,2.9501 ,6260     ,3.6399 ,2.7473 , 61.0366 , 27.7007 , 563.4    ,3.7499 ,7.5075 , 5.5    ,  2.5008 , 6.8224 ,1.6265 ,28.71  , 2.715  ,          ,10.1334 ,  11.225  , 5.845  ,38.3179 , 3.0421 ,     ,1.2255 ,1.8942 , 1.2816 ,6.2639 ,31.06  ,1117.57   , 5.299  ,1700.61   ,        ,           ,      1.9152 ,15803    ,106.5  ,2.6581 ,494.8004 ,2.7 ,494.8004 , 90.0141 , 187.6  , 5.7875 , 4.74
2005-03-01 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2708 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6247 ,     ,2.5942 ,    ,              ,        , 4.3878 ,       ,    ,1.2429 ,          ,1.1637 , 573.5503 ,8.2765 ,2327.9848 ,        ,         ,22.4210 ,        ,5.6311 ,        ,         ,        ,        ,        ,0.7566 ,       ,0.5203 ,       ,        ,       ,        ,           ,       ,       ,7.7994 ,        ,       ,       ,183.2004 , 9250.0196 ,4.3370 ,43.7202 ,          , 8858.0037 , 60.8199 ,         ,       ,104.4998 ,         ,        ,       ,         ,1003.85   ,0.2920 ,       ,         ,           ,        , 99.5091 ,         ,       ,      ,        ,1.2629 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.8383 ,       ,          ,11.1040 ,3.8000 ,        ,      ,         ,        , 6.2137 , 70.9399 ,1.3755 ,0.3845 ,    ,       ,       ,        , 59.1242 ,2.9560 ,         ,3.6400 ,       ,         , 27.7091 ,          ,3.7500 ,       ,        ,         , 6.8649 ,1.6247 ,       ,        ,          ,        ,          ,        ,38.3010 ,        ,     ,       ,       ,        ,6.2738 ,30.945 ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8349 ,  
2005-03-02 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2771 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6241 ,     ,2.6270 ,    ,              ,        , 4.4267 ,       ,    ,1.2401 ,          ,1.1753 , 578.5988 ,8.2764 ,2329.6735 ,        ,         ,22.6250 ,        ,5.6814 ,        ,         ,        ,        ,        ,0.7633 ,       ,0.5236 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,184.8203 , 9265.0369 ,4.3339 ,43.7001 ,          , 8858.9991 , 60.9700 ,         ,       ,104.6300 ,         ,        ,       ,         ,1004.8039 ,0.2920 ,       ,         ,           ,        , 99.5471 ,         ,       ,      ,        ,1.2681 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.8282 ,       ,          ,11.1073 ,3.8000 ,        ,      ,         ,        , 6.2636 , 70.9401 ,1.3762 ,0.3844 ,    ,       ,       ,        , 59.1239 ,2.9845 ,         ,3.6400 ,       ,         , 27.6990 ,          ,3.7499 ,       ,        ,         , 6.8824 ,1.6241 ,       ,        ,          ,        ,          ,        ,38.3499 ,        ,     ,       ,       ,        ,       ,30.74  ,          ,        ,          ,        ,           ,      1.9152 ,         ,       ,       ,         ,    ,         ,         ,        , 5.9000 ,  
2005-03-03 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2791 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6275 ,     ,2.6360 ,    ,              ,        , 4.4286 ,       ,    ,1.2462 ,          ,1.1763 , 587.0808 ,8.2765 ,2333.6590 ,        ,         ,22.5021 ,        ,5.6631 ,        ,         ,        ,        ,        ,0.7608 ,       ,0.5236 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,184.1604 , 9279.0482 ,4.3350 ,43.6500 ,          ,           ,         ,         ,       ,104.9003 ,         ,        ,       ,         ,1006.8009 ,0.2920 ,       ,         ,           ,        , 99.6130 ,         ,       ,      ,        ,1.2673 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7804 ,       ,          ,11.0837 ,3.8000 ,        ,      ,         ,        , 6.2546 , 70.9402 ,1.3759 ,0.3845 ,    ,       ,       ,        , 59.1240 ,2.9837 ,         ,3.6400 ,       ,         , 27.7246 ,          ,3.7500 ,       ,        ,         , 6.8863 ,1.6275 ,       ,        ,          ,        ,          ,        ,38.4431 ,        ,     ,       ,       ,        ,6.2795 ,30.847 ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 5.9050 ,  
2005-03-04 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2777 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6302 ,     ,2.6690 ,    ,              ,        , 4.4553 ,       ,    ,1.2326 ,          ,1.1816 , 586.5093 ,8.2765 ,2333.7099 ,        ,         ,22.5990 ,        ,5.6758 ,        ,         ,        ,        ,        ,0.7624 ,       ,0.5244 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,         , 9327.0102 ,4.3419 ,43.7101 ,          ,           , 60.7800 ,         ,       ,105.4503 ,         ,        ,       ,         ,1006.6996 ,       ,       ,         ,           ,        , 99.6407 ,         ,       ,      ,        ,1.2692 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7705 ,       ,          ,11.0458 ,3.8000 ,        ,      ,         ,        , 6.2734 , 70.9404 ,1.3757 ,0.3845 ,    ,       ,       ,        ,         ,2.9944 ,         ,3.6400 ,       ,         , 27.7518 ,          ,3.7500 ,       ,        ,         , 6.8950 ,1.6302 ,       ,        ,          ,        ,          ,        ,38.5071 ,        ,     ,       ,       ,        ,       ,30.81  ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8525 ,  
2005-03-07 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2663 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6263 ,     ,2.6606 ,    ,              ,        , 4.4111 ,       ,    ,1.2292 ,          ,1.1735 , 587.7466 ,8.2764 ,2338.9308 ,        ,         ,22.3909 ,        ,5.6401 ,        ,         ,        ,        ,        ,0.7577 ,       ,0.5222 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,182.8797 , 9324.9654 ,4.3309 ,43.6897 ,          , 8857.9711 , 60.5300 ,         ,       ,104.6993 ,         ,        ,       ,         ,1007.7941 ,0.2919 ,       ,         ,           ,        , 99.7061 ,         ,       ,      ,        ,1.2645 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          ,11.0348 ,3.7999 ,        ,      ,         ,        , 6.2256 , 70.9398 ,1.3646 ,0.3844 ,    ,       ,       ,        ,         ,2.9363 ,         ,3.6399 ,       ,         ,         ,          ,3.7499 ,       ,        ,         , 6.8349 ,1.6263 ,       ,        ,          ,        ,          ,        ,38.3979 ,        ,     ,       ,       ,        ,       ,30.873 ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8699 ,  
2005-03-08 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2613 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.6235 ,     ,2.6615 ,    ,              ,        , 4.3898 ,       ,    ,1.2169 ,          ,1.1693 , 585.5984 ,8.2765 ,2324.8879 ,        ,         ,22.2839 ,        ,5.6204 ,        ,         ,        ,        ,        ,0.7549 ,       ,0.5199 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,182.4796 , 9335.0184 ,4.3039 ,43.58   ,          , 8858.9959 , 60.0700 ,         ,       ,105.0796 ,         ,        ,       ,         ,1004.6962 ,0.2919 ,       ,         ,           ,        , 99.65   ,         ,       ,      ,        ,1.2621 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          ,10.9789 ,3.8000 ,        ,      ,         ,        , 6.1913 ,         ,1.3603 ,0.3844 ,    ,       ,       ,        ,         ,2.9354 ,         ,3.6399 ,       ,         ,         ,          ,3.7499 ,       ,        ,         , 6.8199 ,1.6235 ,       ,        ,          ,        ,          ,        ,38.3329 ,        ,     ,       ,       ,        ,       ,30.865 ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8500 ,  
2005-03-09 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2545 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6218 ,     ,2.6926 ,    ,              ,        , 4.3898 ,       ,    ,1.2064 ,          ,1.1591 , 585.7096 ,8.2764 ,          ,        ,         ,21.9801 ,        ,5.5793 ,        ,         ,        ,        ,        ,0.7492 ,       ,0.5188 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,180.5803 , 9365.0463 ,4.2990 ,43.6701 ,          ,           , 59.5702 ,         ,       ,104.7004 ,         ,        ,       ,         ,1004.3014 ,0.2920 ,       ,         ,           ,        , 99.6673 ,         ,       ,      ,        ,1.2555 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.8450 ,       ,          ,11.004  ,3.8000 ,        ,      ,         ,        , 6.1254 , 70.9449 ,1.3515 ,0.3845 ,    ,       ,       ,        ,         ,2.9066 ,         ,3.6400 ,       ,         , 27.5562 ,          ,3.7500 ,       ,        ,         , 6.7549 ,1.6218 ,       ,        ,          ,        ,          ,        ,38.3000 ,        ,     ,       ,       ,        ,6.2737 ,30.806 ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 5.7400 ,  
2005-03-10 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2562 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6176 ,     ,2.729  ,    ,              ,        , 4.4033 ,       ,    ,1.205  ,          ,1.1544 , 589.6809 ,8.2765 ,2334.1146 ,        ,         ,        ,        ,5.5529 ,        ,         ,        ,        ,        ,0.7457 ,       ,0.5184 ,       ,        ,       ,        ,           ,       ,       ,7.7989 ,        ,       ,       ,181.7404 , 9345.0297 ,4.3129 ,43.5800 ,          ,           , 59.0603 ,         ,       ,104.1004 ,         ,        ,       ,         ,1000.05   ,0.2920 ,       ,         ,           ,        , 99.5935 ,         ,       ,      ,        ,1.2547 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7918 ,       ,          ,11.039  ,3.8000 ,        ,      ,         ,        , 6.0925 , 70.9448 ,1.3518 ,       ,    ,       ,       ,        ,         ,2.9527 ,         ,3.6399 ,       ,         , 27.4638 ,          ,3.7500 ,       ,        ,         , 6.7400 ,1.6176 ,       ,        ,          ,        ,          ,        ,38.2890 ,        ,     ,       ,       ,        ,       ,30.65  ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8501 ,  
2005-03-11 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.2659 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6225 ,     ,2.7310 ,    ,              ,        , 4.3802 ,       ,    ,1.2041 ,          ,1.1562 , 588.1901 ,8.2765 ,2340.3380 ,        ,         ,        ,        ,5.5502 ,        ,         ,        ,        ,        ,0.7453 ,       ,0.5208 ,       ,        ,       ,        ,           ,       ,       ,7.7992 ,        ,       ,       ,181.3797 , 9345.0164 ,4.3019 ,43.5799 ,          ,           , 59.3297 ,         ,       ,104.1397 ,         ,        ,       ,         , 998.4015 ,       ,       ,         ,           ,        , 99.4691 ,         ,       ,      ,        ,1.2556 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7824 ,       ,          ,11.0215 ,3.8000 ,        ,      ,         ,        , 6.0949 , 70.9396 ,1.3553 ,0.3844 ,    ,       ,       ,        ,         ,2.9491 ,         ,3.6399 ,       ,         , 27.4628 ,          ,3.7500 ,       ,        ,         , 6.7599 ,1.6225 ,       ,        ,          ,        ,          ,        ,38.3159 ,        ,     ,       ,       ,        ,       ,30.68  ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 5.8350 ,  
2005-03-14 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2611 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6196 ,     ,2.7012 ,    ,              ,        , 4.4053 ,       ,    ,1.2086 ,          ,1.1571 , 584.2722 ,8.2765 ,2332.7175 ,        ,         ,22.1400 ,        ,5.5689 ,        ,         ,        ,        ,        ,0.7478 ,       ,0.5208 ,       ,        ,       ,        ,           ,       ,       ,7.7996 ,        ,       ,       ,         , 9375      ,4.3079 ,43.5201 ,          , 8859.0237 , 58.8298 ,         ,       ,104.3999 ,         ,        ,       ,         ,1000.7025 ,0.2919 ,       ,         ,           ,        , 99.3963 ,         ,       ,      ,        ,1.2570 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7895 ,       ,          ,11.1349 ,3.8000 ,        ,      ,         ,        , 6.1142 , 70.9447 ,1.3520 ,0.3845 ,    ,       ,       ,        , 59.1239 ,2.9690 ,         ,3.6399 ,       ,         , 27.4770 ,          ,3.7500 ,       ,        ,         , 6.7549 ,1.6196 ,       ,        ,          ,        ,          ,        ,38.3140 ,        ,     ,       ,       ,        ,       ,30.821 ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 5.9249 ,  
2005-03-15 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2667 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6231 ,     ,2.7515 ,    ,              ,        , 4.4563 ,       ,    ,1.2078 ,          ,1.1589 ,          ,8.2764 ,2346.7178 ,        ,         ,22.1331 ,        ,5.5648 ,        ,         ,        ,        ,        ,0.7472 ,       ,0.5204 ,       ,        ,       ,        ,           ,       ,       ,7.7995 ,        ,       ,       ,         , 9360.0286 ,4.3130 ,43.5499 ,          , 8861.0370 , 58.8202 ,         ,       ,104.8201 ,         ,        ,       ,         , 999.9024 ,0.2920 ,       ,         ,           ,        , 98.9785 ,         ,       ,      ,        ,1.2571 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7982 ,       ,          ,11.2038 ,3.8000 ,        ,      ,         ,        , 6.1167 ,         ,1.3550 ,0.3845 ,    ,       ,       ,        , 59.1238 ,2.9969 ,         ,3.6400 ,       ,         ,         ,          ,3.7500 ,       ,        ,         , 6.8100 ,1.6231 ,       ,        ,          ,        ,          ,        ,38.3990 ,        ,     ,       ,       ,        ,6.2554 ,30.99  ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 6.0825 ,  
2005-03-16 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.2656 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.6230 ,     ,2.7613 ,    ,              ,        ,        ,       ,    ,1.2036 ,          ,1.1561 , 590.1595 ,8.2765 ,2362.3677 ,        ,         ,22.3210 ,        ,5.5688 ,        ,         ,        ,        ,        ,0.7477 ,       ,0.5198 ,       ,        ,       ,        ,           ,       ,       ,7.7994 ,        ,       ,       ,184.5301 , 9355.0002 ,4.3140 ,43.6201 ,          , 8864.0486 , 58.7700 ,         ,       ,104.5004 ,         ,        ,       ,         ,1003.2058 ,0.2920 ,       ,         ,           ,        , 99.1858 ,         ,       ,      ,        ,1.2565 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,28.7982 ,       ,          ,11.2276 ,3.8000 ,        ,      ,         ,        , 6.1325 , 70.7952 ,1.3506 ,0.3845 ,    ,       ,       ,        , 59.1242 ,3.0459 ,         ,3.6400 ,       ,         , 27.4890 ,          ,3.7500 ,       ,        ,         , 6.8050 ,1.6230 ,       ,        ,          ,        ,          ,        ,38.4711 ,        ,     ,       ,       ,        ,6.2730 ,30.98  ,          ,        ,          ,        ,           ,      2.1446 ,         ,       ,       ,         ,    ,         ,         ,        , 6.0749 ,  
